ID,Name,Incident Type,Status,Severity,Summary,Incident Manager,Reporter,Comms Lead,IM SLT,Tech Lead,Impacted Platform,Impacted Client(s),Resolution (Fix) ,Impact ,Fault Responsibility,Zoom Meeting Link,VoucherEngine Component,Root Cause Analysis Summary,Repeat Incident,Monitoring,Detection & Triage,Investigation & Resolution,Client Communication,Affected services,Environment Type,Post-Mortem Document,Created At,Reported at,Accepted at,Declined at,Merged at,Canceled at,Resolved at,Impact started at,Identified at,Fixed at,Documented at,Reviewed at,Closed at,Incident duration,Updated At,Creator Alert ID,Visibility,Workload Total (minutes),Workload In Working Hours (minutes),Workload In Late Hours (minutes),Workload In Sleeping Hours (minutes),Channel name,Channel link,Source,Opted out of post-incident flow
253,Full Outage of Transaction Processing ,Service Incident,Post-Incident Tasks & Documentation,P1,"• Currently transactions are processing as expected from  10:44 UTC on 20th Sep.

• We observed 2 brief disconnections (PayRoutes -MIPS) to Mastercard.  No actions were taken by Advanced Support, the connections auto resumed, and transactions started processing as expected.

• No issues identified on Paymentology application / infrastructure. Case is being logged with Mastercard to investigate the cause of the disconnection.",Kaisar Mahmood,Kaisar Mahmood,,,,Banking.Live,Wio,Auto resumed,Full outage of Mastercard transaction processing from 10:31 to 10:35 and 10:41 to 10:44 on 20th September. 2681 transactions impacted. ,Third-Party - Client,,,,,,,,,,,https://paymentology.atlassian.net/wiki/spaces/TS/pages/9009004551/2025-09-20+-+P1+-+Full+Outage+of+Transaction+Processing,2025-09-20T12:04:42.740Z,2025-09-20T12:04:42.740Z,,,,,2025-09-20T12:21:39.577Z,2025-09-20T02:31:00.000Z,2025-09-20T12:21:39.577Z,,,,,1016,2026-02-02T16:58:51.628Z,,public,883.3,666.7,176.7,39.9,20sep-p1-253-full-outage-of-transaction-processing,https://slack.com/app_redirect?team=T03SMJWS8&channel=C09G8L7D6J2,Reported by Kaisar Mahmood,false
254,Full Outage of API Processing,Service Incident,Post-Incident Tasks & Documentation,P1,"On 23 September 2025 at 01:30 UTC, the deployment team initiated a deployment of version BL 2.30 to the Shared OCI Environment (Tweeq). Shortly after the deployment, both PayAPI servers became inaccessible, leading to a full outage of API processing. However, transaction processing remained unaffected throughout the incident.

Initial investigation showed that the Docker container IP configuration conflicted with the jumpbox IP, causing the Docker instance to crash on startup. SD team, with inputs from Infra team, updated the Docker configuration and sequentially brought up both API servers. PayAPI 01 was restored at approximately 02:46 UTC and began processing requests. PayAPI 02 was then successfully restarted and confirmed to be handling live traffic by 02:59 UTC.

Further updates on root cause and corrective actions will be shared in the RCA Report (RCAR).",Vicnesh Baskar,Vicnesh Baskar,Sonia Seh,,Jenifer Cachero,Banking.Live,Tweeq,Docker configuration,Full outage of API Processing,Paymentology,,,,,,,,,,,https://paymentology.atlassian.net/wiki/spaces/TS/pages/9011855547/2025-09-23+-+P1+-+Full+Outage+of+API+Processing,2025-09-23T02:11:33.837Z,2025-09-23T02:11:33.837Z,,,,,2025-09-23T03:19:55.844Z,,2025-09-23T03:19:55.844Z,,,,,4102,2025-09-23T05:32:04.643Z,,public,478.7,405.8,42,30.9,23sep-p1-254-full-outage-of-api-processing,https://slack.com/app_redirect?team=T03SMJWS8&channel=C09GKRJTUDQ,Reported by Vicnesh Baskar,false
255,Full Outage of Jetco Transaction Processing,Service Incident,Closed,P4,"**Issue**: No Jetco transactions processed for MOX since 21:26 UTC. Connectivity and key exchange were confirmed as working between JETCO and Paymentology.

**Impact**: All Jetco transactions for MOX were unavailable from 21:26 UTC until at least 05:24 HKT (21:24 UTC). The issue was not due to a system fault but rather very low transaction volume caused by Typhoon signal number 10 in Hong Kong.

**Causes**: Unknown

**Steps to resolve**: We confirmed successful connectivity and key exchange with JETCO. A test transaction from MOX was successfully processed, confirming the Jetco network is working as expected.",Daniel Velado,Daniel Velado,,,,Banking.Live,MOX,,,,https://teams.microsoft.com/meet/328920811553?p=wAqOSoFTcWMfYfNdsN,,,,,,,,,,,2025-09-23T22:03:00.890Z,2025-09-23T22:03:00.890Z,,,,,2025-09-23T22:29:05.949Z,,2025-09-23T22:29:05.949Z,,2025-09-23T23:34:36.213Z,,2025-09-23T23:34:36.213Z,1565,2025-09-23T23:34:36.344Z,,public,132.7,76.9,12.8,43,23sep-p4-255-full-outage-of-jetco-transaction-processing,https://slack.com/app_redirect?team=T03SMJWS8&channel=C09HL5275PS,Reported by Daniel Velado,true
256,ASDA 3DS Transaction Failures,Service Incident,Post-Incident Tasks & Documentation,P3 - Critical,"Since August 2025, NOMO has reported thousands of declined zero-amount ASI transactions with SCA exemption (SLI 210). A feature flag originally intended to support this flow was enabled on July 30 but then disabled on August 5th due to recurring transaction issues. Despite turning off this feature, the zero-amount ASI declines still persist.

A permanent fix will be included in the upcoming BL 3.0 release scheduled for October 23. However, because this issue is affecting clients and has been escalated, a quick fix is being prepared. This hotfix is a simple one-line code change that will skip these zero-amount ASI transactions by default, which follows Mastercard’s rules and won’t impact recurring transactions.

Hotfix has been applied in **SH02-PROD -** [here](https://paymentology.slack.com/archives/C02CA1QPG5Q/p1758858655655939), and the activity completion mail has been sent to the client.
So far, we are not seeing any declined (Response code DE39=65.) for **ASI transactions** with **SLI indicator 210**",Snothile Dlamini,Snothile Dlamini,,,,Banking.Live,Nomo Bank,,"Declined zero-amount ASI transactions with SCA exemption (SLI 210), which should have been authorised under Mastercard rules.",Paymentology,,,,,,,,,,,https://paymentology.atlassian.net/wiki/spaces/TS/pages/9024798749/2025-09-25+-+P3+-+Critical+-+ASDA+3DS+Transaction+Failures,2025-09-25T13:55:55.218Z,2025-09-25T13:55:55.218Z,,,,,2025-09-26T13:14:44.211Z,,2025-09-25T13:56:57.905Z,2025-09-26T13:14:44.211Z,,,,83928,2026-02-02T16:59:45.825Z,,public,79.4,79.4,0,0,25sep-p3-critical-256-asda-3ds-transaction-failures,https://slack.com/app_redirect?team=T03SMJWS8&channel=C09HHQQHG1F,Reported by Snothile Dlamini,false
257,Partial Outage of Visa Token Service (VTS) transactions,Service Incident,Post-Incident Tasks & Documentation,P3 - Critical,"**Issue**: Expiry date and CVV validation were not applied to e-commerce Visa Token Service (VTS) transactions in the VE environment, allowing transactions with invalid CVVs to be approved. After restoring the validation flag, missing CVV2 result codes from Visa continued to cause errors.

**Impact**: Multiple GoTyme transactions with invalid CVVs were approved in the VoucherEngine platform. This exposed a security gap where transactions with incorrect security data were processed successfully, increasing the risk of fraud.

**Causes**: The feature (flag) toggle controlling expiry date and CVV validation was disabled, causing these checks to be bypassed for e-commerce Visa Token Service (VTS) transactions. After re-enabling the flag, an additional issue was found: ECOM VTS transactions were missing the CVV2 result code from Visa, which led to further validation errors.

**Steps to resolve**: We re-enabled the feature flag to restore expiry date and CVV validation. When a new issue was discovered with missing CVV2 result codes, we developed and deployed a hotfix so that validation proceeds.",Vicnesh Baskar,Vicnesh Baskar,,,,VoucherEngine,GoTyme,,Multiple transactions with invalid CVVs are getting approved,Paymentology,,,,,,,,,,,https://paymentology.atlassian.net/wiki/spaces/TS/pages/9046458432/2025-09-26+-+P3+-+Critical+-+Partial+Outage+of+Visa+Token+Service+VTS+transactions,2025-09-26T05:34:49.409Z,2025-09-26T05:34:49.409Z,,,,,2025-09-26T20:44:56.161Z,,2025-09-26T15:47:52.023Z,2025-09-26T20:44:56.161Z,,,,54606,2026-02-02T17:00:06.701Z,,public,668.2,657.9,0.3,10,26sep-p3-critical-257-partial-outage-of-visa-token-service-vts-transactions,https://slack.com/app_redirect?team=T03SMJWS8&channel=C09HE4AQFEY,Reported by Vicnesh Baskar,false
258,Full Outage of MC Transactions,Service Incident,Post-Incident Tasks & Documentation,P1,"**Issue**: Two PR socket disconnections for WIO/ADQ each lasted about 3 minutes and stopped all MC transaction processing during those times.

**Impact**: No Mastercard transactions for WIO/ADQ were processed during two disconnection periods (14:27:00–14:30:30 and 14:36:00–14:39:30), resulting in a temporary outage for MC transactions.

**Causes**: TBD

**Steps to resolve**: Issue auto-resolved without PTGY intervention",Daniel Velado,Daniel Velado,,,,Banking.Live,Wio,,,Third-Party - Client,,,,,,,,,,,https://paymentology.atlassian.net/wiki/spaces/TS/pages/9039118384/2025-10-01+-+P1+-+Full+Outage+of+MC+Transactions,2025-10-01T15:45:00.475Z,2025-10-01T15:45:00.475Z,,,,,,,,,,,,,2026-02-02T17:01:08.471Z,,public,850.9,795.4,45.5,10,01oct-p1-258-full-outage-of-mc-transactions,https://slack.com/app_redirect?team=T03SMJWS8&channel=C09J35G16SH,Reported by Daniel Velado,false
259,Partial Outage of API Processing ,Service Incident,Root Cause Analysis and Corrective Actions,P2,"Issue: Card creation API calls for Tyme were failing due to an expired key.

Impact: All card creation requests for Tyme failed while the key was expired. No cards could be created during this period.

Causes: An expired encryption key (cp_key) caused all card creation API requests to fail.

Steps to resolve: We updated the expired key, restarted related applications and the database, and confirmed card creation requests are processing successfully again.

Total Impacted card creation API calls:  500

Total Incident duration: 2 hours and 20 minutes.

Start time: 04 Oct 2025 08:43

End time: 04 Oct 2025 11:03",Daniel Velado,Daniel Velado,,,,Banking.Live,GoTyme,,,Paymentology,,,,,,,,,,,https://paymentology.atlassian.net/wiki/spaces/TS/pages/9049768025/2025-10-04+-+P2+-+Partial+Outage+of+API+Processing,2025-10-04T11:00:01.198Z,2025-10-04T11:00:01.198Z,,,,,2025-10-04T11:17:28.614Z,,2025-10-04T11:17:28.614Z,,2025-10-05T23:52:19.123Z,,,1047,2026-02-02T17:01:24.659Z,,public,666,482.1,35.4,148.5,04oct-p2-259-partial-outage-of-api-processing,https://slack.com/app_redirect?team=T03SMJWS8&channel=C09KKDBJ9PA,Reported by Daniel Velado,false
260,Partial Outage of Transaction Processing,Service Incident,Root Cause Analysis and Corrective Actions,P1,"**Issue**: Transaction processing on the Banking.Live platform was partially unavailable for D360 due to database performance issues.

**Impact**: D360 experienced a partial outage where VISA and MADA transactions were intermittently failing or delayed.

**Causes**: High CPU utilisation and resource contention on the Paycore database led to application-level errors and disrupted transaction processing.

**Steps to resolve**: We restarted the database, doubled CPU resources for Paycore and Paytok, and restarted application services. D360 re-enabled API services, and VISA and MADA transactions are now being approved with healthy CPU usage. We continue to monitor the situation.",Daniel Velado,Daniel Velado,,,,Banking.Live,D360,,,Paymentology,https://teams.microsoft.com/meet/3271413761068?p=HhQNpUNHTioDf2KCMv,,,,,,,,,,https://paymentology.atlassian.net/wiki/spaces/TS/pages/9049702586/2025-10-04+-+P1+-+Partial+Outage+of+Transaction+Processing,2025-10-04T17:51:45.600Z,2025-10-04T17:51:45.600Z,,,,,2025-10-04T20:00:12.515Z,,2025-10-04T20:00:12.515Z,,2025-10-05T23:52:44.096Z,,,7706,2026-02-02T17:02:12.443Z,,public,1062.1,770.5,239.6,52,04oct-p1-260-partial-outage-of-transaction-processing,https://slack.com/app_redirect?team=T03SMJWS8&channel=C09JPTK0S4W,Reported by Daniel Velado,false
261,Full Outage of Transaction Processing,Service Incident,Root Cause Analysis and Corrective Actions,P1,"A planned network change (**CCM-1281**) to migrate Azure ExpressRoute connectivity from Cisco routers to Palo Alto firewalls commenced at **23:00 UTC** on 07 October 2025. The initial stages of the change were successful — traffic failed over seamlessly to the backup VPN links while the primary ExpressRoute circuits were being reconfigured.

During reconfiguration, an issue was identified where new BGP connections could not be established. Despite a **P1 support case raised with Palo Alto**, no immediate resolution was identified. The troubleshooting extended beyond the planned window, and the **risk period was formally extended**, although at that stage there was **no outage or client impact**.

A decision was then made to roll back the change while keeping all production traffic running over the existing backup VPNs. The intention was to later complete the migration under a new change control, without any service disruption.

However, when the ExpressRoute routers were reconnected during the rollback, the **route advertisement mapping** (which restricts which routes each router is responsible for) was lost. As a result, the routers began advertising routes that should only have been handled by the firewalls. This misconfiguration led to **asymmetric routing and a loss of connectivity**, causing a **temporary full outage of transaction processing**.

Further investigation revealed that some clients, including **BoJ and ISB**, were also impacted despite not typically using the Pulsant Data Centre. This indicates an **unintended dependency** on the Pulsant routing path that had not been previously identified.

The issue was resolved after the **primary ExpressRoute links were taken down**, restoring stable routing over the secondary VPN. All services recovered successfully by **02:00 UTC**, with resiliency maintained through the **dual-link backup VPN**, which continues to provide redundancy.",Vicnesh Baskar,Vicnesh Baskar,,,Dominic Wee,Banking.Live,"Bank Al Etihad, Wio, Coverflex, Gnosis, Utility Warehouse, Vaultspay, Rain, Nomo Bank, Bank of Jordan, Islandsbanki, MOX, Mettle",,No impact to transaction processing at present,Paymentology,,,,,,,,,,,https://paymentology.atlassian.net/wiki/spaces/TS/pages/9057501194/2025-10-08+-+P1+-+Full+Outage+of+Transaction+Processing,2025-10-08T00:47:26.098Z,2025-10-08T00:47:26.098Z,,,,,2025-10-08T03:33:26.029Z,,2025-10-08T03:33:26.029Z,,2025-10-08T07:35:01.101Z,,,9959,2025-10-08T07:35:01.592Z,,public,1531.7,1362.4,89.5,79.8,08oct-p1-261-full-outage-of-transaction-processing,https://slack.com/app_redirect?team=T03SMJWS8&channel=C09K703KWMT,Reported by Vicnesh Baskar,false
262,Partial Outage of Transaction Processing ,Service Incident,Post-Incident Tasks & Documentation,P1,"Transaction processing has remained stable (no spikes on the PayCore Database) since 09:57 UTC Thursday, 9th October. Draft RCA is under review by senior management, once approved it will be published to the client.",Kaisar Mahmood,Kaisar Mahmood,,,,Banking.Live,D360,,Partial outage of transaction processing ,Paymentology,,,,,,,,,,,https://paymentology.atlassian.net/wiki/spaces/TS/pages/9073066088/2025-10-08+-+P1+-+Partial+Outage+of+Transaction+Processing,2025-10-08T10:25:14.003Z,2025-10-08T10:25:14.003Z,,,,,2025-10-13T16:46:57.793Z,2025-10-08T08:28:00.000Z,2025-10-13T16:46:57.793Z,,,,,454903,2026-02-02T17:02:36.341Z,,public,1719.6,1590.6,97,32,08oct-p1-262-partial-outage-of-transaction-processing,https://slack.com/app_redirect?team=T03SMJWS8&channel=C09JXFH5JLF,Reported by Kaisar Mahmood,false
263,Partial outage of JETCO transaction processing ,Service Incident,Post-Incident Tasks & Documentation,P2,Jetco connection was re-established (key exchange performed / AS called JETCO) at 13:49 UTC 8th October. We do not see any time outs.,Kaisar Mahmood,Kaisar Mahmood,,,,Banking.Live,MOX,Jetco connection was re-established (key exchange performed / AS called JETCO) at 13:49 UTC 8th October. We do not see any time outs.,"Since October 8th at 2am UTC we observe large amount of incoming Jetco cash withdrawal correction (CWC) messages -> out of ~950 cash withdrawals, ~350 of them were cancelled with CWC.",Paymentology,https://teams.microsoft.com/meet/3652134467017?p=aQx7mpOXWwQKfgi6pg,,,,,,,,,,https://paymentology.atlassian.net/wiki/spaces/TS/pages/9059139676/2025-10-08+-+P2+-+Partial+outage+of+JETCO+transaction+processing,2025-10-08T13:42:51.402Z,2025-10-08T13:42:51.402Z,,,,,2025-10-09T06:36:27.217Z,2025-10-08T09:00:00.000Z,2025-10-09T06:36:27.217Z,,,,,60815,2025-10-09T06:38:47.411Z,,public,341.2,323.7,0,17.5,08oct-p2-263-partial-outage-of-jetco-transaction-processing,https://slack.com/app_redirect?team=T03SMJWS8&channel=C09L8CWSXDW,Reported by Kaisar Mahmood,false
